text,label,clean_text,processed_text,label_encoded
,1,,,1
"I assume that can only be guessed at by the assumed energy of the
event and the 1/r^2 law.  So, if the 1/r^2 law is incorrect (assume
some unknown material [dark matter??] inhibits Gamma Ray propagation),
could it be possible that we are actually seeing much less energetic
events happening much closer to us?  The even distribution could
be caused by the characteristic propagation distance of gamma rays 
being shorter then 1/2 the thickness of the disk of the galaxy.

Just some idle babbling,
-- 

   Jim Batka  | Work Email:  BATKAJ@CCMAIL.DAYTON.SAIC.COM | Elvis is
              | Home Email:  JBATKA@DESIRE.WRIGHT.EDU      |   DEAD!",1,"i assume that can only be guessed at by the assumed energy of the
event and the r law  so if the r law is incorrect assume
some unknown material dark matter inhibits gamma ray propagation
could it be possible that we are actually seeing much less energetic
events happening much closer to us  the even distribution could
be caused by the characteristic propagation distance of gamma rays 
being shorter then  the thickness of the disk of the galaxy

just some idle babbling
 

   jim batka   work email  batkajccmaildaytonsaiccom  elvis is
               home email  jbatkadesirewrightedu         dead",assume guessed assumed energy event r law r law incorrect assume unknown material dark matter inhibits gamma ray propagation could possible actually seeing much less energetic event happening much closer u even distribution could caused characteristic propagation distance gamma ray shorter thickness disk galaxy idle babbling jim batka work email batkajccmaildaytonsaiccom elvis home email jbatkadesirewrightedu dead,1
" 
While we're on the multipurpose subject, let's not forget Shea, which
was designed to accommodate both the Mets & Jets.  It was the first
stadium (I think) to have the box seats on rollers so they could be
oriented at right angles for baseball & in parallel for football.

Of course, with the Jets gone to Jersey (and a truly good football
stadium), the Mets are saddled with a multipurpose stadium where,
because it's circular, the seats are almost always too far from the
action.  The Mets announcers--Kiner & Murphy in particular--have
always hyped it as ""beautiful Shea
Stadium,"" a tipoff to how unbeautiful it truly is.",0," 
while were on the multipurpose subject lets not forget shea which
was designed to accommodate both the mets  jets  it was the first
stadium i think to have the box seats on rollers so they could be
oriented at right angles for baseball  in parallel for football

of course with the jets gone to jersey and a truly good football
stadium the mets are saddled with a multipurpose stadium where
because its circular the seats are almost always too far from the
action  the mets announcerskiner  murphy in particularhave
always hyped it as beautiful shea
stadium a tipoff to how unbeautiful it truly is",multipurpose subject let forget shea designed accommodate mets jet first stadium think box seat roller could oriented right angle baseball parallel football course jet gone jersey truly good football stadium mets saddled multipurpose stadium circular seat almost always far action mets announcerskiner murphy particularhave always hyped beautiful shea stadium tipoff unbeautiful truly,0
"Well, we got some responses and are doing some interviews with interesting
responders. However, just in case the other posting was overlooked by an
incredibly talented person ... Mea Culpa for posting this here for Mike,
but we're looking for someone special:

   Tandem Computers is currently looking for a software wizard to help
 us architect & implement a fault-tolerant generalized instrumentation
 subsystem as part of our proprietary operating system kernel (TNS
 Kernel). The TNS Kernel is a proprietary, loosely-coupled parallel,
 message-based operating system. The TNS Kernel has wide connectivity
 to open standards.
   In this key individual contributor role, you will work with other
 developers working on various components of the Transaction Management
 Facility.
   Your background needs to encompass some of the following 4 categories
 (3 of 4 would be excellent):
   Category 1. Math: Working knowledge of statistics, real analysis, as
 used in experimental physics or chemistry, or in engineering.
   Category 2. Working knowledge of telemetry issues-- i.e. time series,
 autocorrelation, and statistical correlation of data streams.
   Category 3. Integration & Test -- Instrumentation of systems under test,
 i.e. payloads, flight modules, etc.
   Category 4: Software Engineering: programming skills, algorithms, and
 systems software techniques.",1,"well we got some responses and are doing some interviews with interesting
responders however just in case the other posting was overlooked by an
incredibly talented person  mea culpa for posting this here for mike
but were looking for someone special

   tandem computers is currently looking for a software wizard to help
 us architect  implement a faulttolerant generalized instrumentation
 subsystem as part of our proprietary operating system kernel tns
 kernel the tns kernel is a proprietary looselycoupled parallel
 messagebased operating system the tns kernel has wide connectivity
 to open standards
   in this key individual contributor role you will work with other
 developers working on various components of the transaction management
 facility
   your background needs to encompass some of the following  categories
  of  would be excellent
   category  math working knowledge of statistics real analysis as
 used in experimental physics or chemistry or in engineering
   category  working knowledge of telemetry issues ie time series
 autocorrelation and statistical correlation of data streams
   category  integration  test  instrumentation of systems under test
 ie payloads flight modules etc
   category  software engineering programming skills algorithms and
 systems software techniques",well got response interview interesting responder however case posting overlooked incredibly talented person mea culpa posting mike looking someone special tandem computer currently looking software wizard help u architect implement faulttolerant generalized instrumentation subsystem part proprietary operating system kernel tn kernel tn kernel proprietary looselycoupled parallel messagebased operating system tn kernel wide connectivity open standard key individual contributor role work developer working various component transaction management facility background need encompass following category would excellent category math working knowledge statistic real analysis used experimental physic chemistry engineering category working knowledge telemetry issue ie time series autocorrelation statistical correlation data stream category integration test instrumentation system test ie payload flight module etc category software engineering programming skill algorithm system software technique,1
"

Now, I had put a Wink at the end of my suggestion indicating it was
intensely sarcastic.  I can't help it if everyone got all serious.

Ross.

	I never saw your original posting.  it dropped on the floor
somewhere.  I just saw the trickle down, thought it was intensely
stupid,  not knowing anything about the joke, mentioned arbitron
and left it with an equally stupid joke.  Bill in his ever increasing
devotion to thoroughness dug up  several  arbitron stats.

I myself think the arbitron stats are  severely methodologically impaired,
but are a good measure of proportion.  I don't think anyone
knows how many people read news anymore.",1,"

now i had put a wink at the end of my suggestion indicating it was
intensely sarcastic  i cant help it if everyone got all serious

ross

	i never saw your original posting  it dropped on the floor
somewhere  i just saw the trickle down thought it was intensely
stupid  not knowing anything about the joke mentioned arbitron
and left it with an equally stupid joke  bill in his ever increasing
devotion to thoroughness dug up  several  arbitron stats

i myself think the arbitron stats are  severely methodologically impaired
but are a good measure of proportion  i dont think anyone
knows how many people read news anymore",put wink end suggestion indicating intensely sarcastic cant help everyone got serious ross never saw original posting dropped floor somewhere saw trickle thought intensely stupid knowing anything joke mentioned arbitron left equally stupid joke bill ever increasing devotion thoroughness dug several arbitron stats think arbitron stats severely methodologically impaired good measure proportion dont think anyone know many people read news anymore,1
"I am sure  Mary or Henry can describe this more aptly then me.
But here is how i understand it.

At Speed,  Near supersonic.  The wind behaves like a fluid pipe.
It becomes incompressible.  So wind has to bend away from the
wing edges.   AS the wing thickens,  the more the pipes bend.

If they have no place to go,  they begin to stall,  and force
compression, stealing power from the vehicle (High Drag).

If you squeeze the fuselage,  so that these pipes  have aplace to bend
into,  then drag is reduced.   

Essentially,  teh cross sectional area of the aircraft shoulf
remain constant for all areas of the fuselage.  That is where the wings are
subtract, teh cross sectional area of the wings from the fuselage.",1,"i am sure  mary or henry can describe this more aptly then me
but here is how i understand it

at speed  near supersonic  the wind behaves like a fluid pipe
it becomes incompressible  so wind has to bend away from the
wing edges   as the wing thickens  the more the pipes bend

if they have no place to go  they begin to stall  and force
compression stealing power from the vehicle high drag

if you squeeze the fuselage  so that these pipes  have aplace to bend
into  then drag is reduced   

essentially  teh cross sectional area of the aircraft shoulf
remain constant for all areas of the fuselage  that is where the wings are
subtract teh cross sectional area of the wings from the fuselage",sure mary henry describe aptly understand speed near supersonic wind behaves like fluid pipe becomes incompressible wind bend away wing edge wing thickens pipe bend place go begin stall force compression stealing power vehicle high drag squeeze fuselage pipe aplace bend drag reduced essentially teh cross sectional area aircraft shoulf remain constant area fuselage wing subtract teh cross sectional area wing fuselage,1
"
You're right about the signal being strong. I live in West Philadelphia,
and I can get FAN almost perfectly. It's a sports fans dream (especially
if that person is from NY and wants to hear about his teams while he's
away at school). As for Lupica & Berman, it's turned out to be Lupica,
then Berman. Neither of them wanted to work a full four hour show, so Ed
Coleman and Dave Sims' old four-hour slot was broken down into two
seperate two-hour show - Lupica from 10-12, and Berman from 12-2. And they
both happen to suck in comparison to Eddie and Dave.  COME BACK, GUYS!


Like I said, I live in Philly, so I can hear FAN and/or WIP whenever I
want. But I cannot stand WIP. And it isn't because I loathe the Philly
sports teams - the Phillies are my favorite NL team (Yanks are favorite
AL), and the Eagles aren't too bad either. There are two big problems:

	1)Total emphasis on the home teams, especially the Eagles. Unlike
	  the FAN hosts, who can at least answer a question about an
	  out-of-town team if a caller asks, the WIP hosts seem
 	  to have no clue about any team that doesn't play on
	  Broad Street. Also, FANs periodic sports updates (every 20
	  minutes) gives sports news and scores from around the
	  country. It's very rare to hear an out-of-town score
	  being reported on WIP.

	2)The hosts. With the exception of Jody MacDonald, who I miss
	  from his days at FAN, none of the hosts really seems to have
	  both a broad knowledge of the sport or a good on-air presence.
	  The worst is Gary Cobb, who seems to have been hired solely
	  on the basis that he used to play for the Eagles.

Anyway, that's my two cents on the whole FAN vs WIP battle.",0,"
youre right about the signal being strong i live in west philadelphia
and i can get fan almost perfectly its a sports fans dream especially
if that person is from ny and wants to hear about his teams while hes
away at school as for lupica  berman its turned out to be lupica
then berman neither of them wanted to work a full four hour show so ed
coleman and dave sims old fourhour slot was broken down into two
seperate twohour show  lupica from  and berman from  and they
both happen to suck in comparison to eddie and dave  come back guys


like i said i live in philly so i can hear fan andor wip whenever i
want but i cannot stand wip and it isnt because i loathe the philly
sports teams  the phillies are my favorite nl team yanks are favorite
al and the eagles arent too bad either there are two big problems

	total emphasis on the home teams especially the eagles unlike
	  the fan hosts who can at least answer a question about an
	  outoftown team if a caller asks the wip hosts seem
 	  to have no clue about any team that doesnt play on
	  broad street also fans periodic sports updates every 
	  minutes gives sports news and scores from around the
	  country its very rare to hear an outoftown score
	  being reported on wip

	the hosts with the exception of jody macdonald who i miss
	  from his days at fan none of the hosts really seems to have
	  both a broad knowledge of the sport or a good onair presence
	  the worst is gary cobb who seems to have been hired solely
	  on the basis that he used to play for the eagles

anyway thats my two cents on the whole fan vs wip battle",youre right signal strong live west philadelphia get fan almost perfectly sport fan dream especially person ny want hear team he away school lupica berman turned lupica berman neither wanted work full four hour show ed coleman dave sims old fourhour slot broken two seperate twohour show lupica berman happen suck comparison eddie dave come back guy like said live philly hear fan andor wip whenever want cannot stand wip isnt loathe philly sport team phillies favorite nl team yank favorite al eagle arent bad either two big problem total emphasis home team especially eagle unlike fan host least answer question outoftown team caller asks wip host seem clue team doesnt play broad street also fan periodic sport update every minute give sport news score around country rare hear outoftown score reported wip host exception jody macdonald miss day fan none host really seems broad knowledge sport good onair presence worst gary cobb seems hired solely basis used play eagle anyway thats two cent whole fan v wip battle,0
"
The CU people have been, and continue to be big ozone scientists. So 
this is consistent. It is also consistent with the new ""Comercial 
applications"" that NASA and Clinton are pushing so hard. 

Did anyone catch the rocket that was launched with a movie advert 
all over it? I think the rocket people got alot of $$ for painting 
up the sides with the movie stuff. What about the Coke/Pepsi thing 
a few years back? NASA has been trying to find ways to get other 
people into the space funding business for some time. Frankly, I've 
thought about trying it too. When the funding gets tight, only the 
innovative get funded. One of the things NASA is big on is co-funding. 
If a PI can show co-funding for any proposal, that proposal has a SIGNIFICANTLY
higher probability of being funded than a proposal with more merit but no 
co-funding. Once again, money talks!

",1,"
the cu people have been and continue to be big ozone scientists so 
this is consistent it is also consistent with the new comercial 
applications that nasa and clinton are pushing so hard 

did anyone catch the rocket that was launched with a movie advert 
all over it i think the rocket people got alot of  for painting 
up the sides with the movie stuff what about the cokepepsi thing 
a few years back nasa has been trying to find ways to get other 
people into the space funding business for some time frankly ive 
thought about trying it too when the funding gets tight only the 
innovative get funded one of the things nasa is big on is cofunding 
if a pi can show cofunding for any proposal that proposal has a significantly
higher probability of being funded than a proposal with more merit but no 
cofunding once again money talks

",cu people continue big ozone scientist consistent also consistent new comercial application nasa clinton pushing hard anyone catch rocket launched movie advert think rocket people got alot painting side movie stuff cokepepsi thing year back nasa trying find way get people space funding business time frankly ive thought trying funding get tight innovative get funded one thing nasa big cofunding pi show cofunding proposal proposal significantly higher probability funded proposal merit cofunding money talk,1
"
I agree and disagree.  John is saying that the batters efforts will result
in 4 more wins then losses.  While you are probably correct that 400%
does not mean 4 more wins then losses, it means something.  I would
rather have a player who increased my teams chances of winning by 1% in
each of 400 PAs then I would a player who increased my chances of winning
by .5% in each of 400 PAs.  Thus, there appears to me to be an obvious
positive association between John's statistic and winning games.  Thus,
before you disregard this stat, it appears to me that further study must
go into what sort of relationship there is.


The only problem here is an insistance that these number mean exactly
how many wins the team has.  First, we are using averages over many
seasons and applying them to one game.  Second, remember some players
performance take away from the chance of you winning.  That is a
player who gets an out gets a ""negative probability"" in most cases.
Thus, I'm not sure in any given game when you add up all the numbers
for a team who won that they will add up to 1 in that game.  Sometimes,
they will add up to more then one sometime, less than one.  Also,
the pitchers' bad performances (giving up 6 runs) may have given
them a large negative percentage for that game.  Also, any batter that
pulled an 0-4 night would give large negatives.  




No, but really only because you have a smaller sample size.  I would
think however, that the number of runs you score in the first inning
would be just as good as a prediction as how many runs you score 
in the last inning.  And, realize something else a closer usually
comes in in a close situation, not a blow out.  It is hard to argue
that any runs that a closer gives up in a game have equal importance
to those given up in the first inning.  Look, a closer giving up runs
often means a team will lose many games.  On, the other hand a starter
who gives up runs often still leaves his team a chance to win.  The
offence has many more outs to do something about.  But, I am not
saying all late inning situations are equally important either.  If
I am down 8 runs in the ninth, it really does not matter how many
runs my pitcher gives up in the ninth.       



No, but why would you assume that the teams probability of winning would
be 0 before the possesion in which the free throws were made.  Look,
if you are down 1 point with 5 seconds left, there is a fairly high
probability that you will win the game if you are in possesion of the
ball.  And, do not forget that somebody elses missed shots, turnovers,
fouls, bad defense, etc. caused a ""negative chance"" that the team
would win.
 
From reading all of the discussion on this statistic, I feel that those
who critisize it to a certain extent are doing so out of an agenda.
At first look this statistic valadates clutchness.  But, it really
does not.  Cluthness revolves around the idea that certain players
in crucial situation elevate their performance and others performance
goes down.  I've never seen convincing proof that this really happens.
So, if you assume there is no clutchness, then that means that except
for a lot of noice, this statistic has a positive association to
player performance.  There is a way to get rid of the noice if you
do not believe in clutchness.  Certainly, we could find out what
the average value of a home run is for example.  We may find for
instance, that a home run increases your chance of winning by 15%
on average while a strikeout decreases your chance of winning by 5%.
I bet if this were done we would find that this statistic was just
as good as other statistics we have for predicting wins and losses.

How do we evaluate relief pitchers?  Say John and Sam have the
exact same pitching statistics (runs, earned runs, K's, BB's,
etc.)  Both had exceptional numbers.  John, however only pitched
in closer situations, while Sam was a Mop up man.  Who was more
valuble to their team?  Probably John.  Who was the better 
pitcher?  They were probably about the same.",0,"
i agree and disagree  john is saying that the batters efforts will result
in  more wins then losses  while you are probably correct that 
does not mean  more wins then losses it means something  i would
rather have a player who increased my teams chances of winning by  in
each of  pas then i would a player who increased my chances of winning
by  in each of  pas  thus there appears to me to be an obvious
positive association between johns statistic and winning games  thus
before you disregard this stat it appears to me that further study must
go into what sort of relationship there is


the only problem here is an insistance that these number mean exactly
how many wins the team has  first we are using averages over many
seasons and applying them to one game  second remember some players
performance take away from the chance of you winning  that is a
player who gets an out gets a negative probability in most cases
thus im not sure in any given game when you add up all the numbers
for a team who won that they will add up to  in that game  sometimes
they will add up to more then one sometime less than one  also
the pitchers bad performances giving up  runs may have given
them a large negative percentage for that game  also any batter that
pulled an  night would give large negatives  




no but really only because you have a smaller sample size  i would
think however that the number of runs you score in the first inning
would be just as good as a prediction as how many runs you score 
in the last inning  and realize something else a closer usually
comes in in a close situation not a blow out  it is hard to argue
that any runs that a closer gives up in a game have equal importance
to those given up in the first inning  look a closer giving up runs
often means a team will lose many games  on the other hand a starter
who gives up runs often still leaves his team a chance to win  the
offence has many more outs to do something about  but i am not
saying all late inning situations are equally important either  if
i am down  runs in the ninth it really does not matter how many
runs my pitcher gives up in the ninth       



no but why would you assume that the teams probability of winning would
be  before the possesion in which the free throws were made  look
if you are down  point with  seconds left there is a fairly high
probability that you will win the game if you are in possesion of the
ball  and do not forget that somebody elses missed shots turnovers
fouls bad defense etc caused a negative chance that the team
would win
 
from reading all of the discussion on this statistic i feel that those
who critisize it to a certain extent are doing so out of an agenda
at first look this statistic valadates clutchness  but it really
does not  cluthness revolves around the idea that certain players
in crucial situation elevate their performance and others performance
goes down  ive never seen convincing proof that this really happens
so if you assume there is no clutchness then that means that except
for a lot of noice this statistic has a positive association to
player performance  there is a way to get rid of the noice if you
do not believe in clutchness  certainly we could find out what
the average value of a home run is for example  we may find for
instance that a home run increases your chance of winning by 
on average while a strikeout decreases your chance of winning by 
i bet if this were done we would find that this statistic was just
as good as other statistics we have for predicting wins and losses

how do we evaluate relief pitchers  say john and sam have the
exact same pitching statistics runs earned runs ks bbs
etc  both had exceptional numbers  john however only pitched
in closer situations while sam was a mop up man  who was more
valuble to their team  probably john  who was the better 
pitcher  they were probably about the same",agree disagree john saying batter effort result win loss probably correct mean win loss mean something would rather player increased team chance winning pa would player increased chance winning pa thus appears obvious positive association john statistic winning game thus disregard stat appears study must go sort relationship problem insistance number mean exactly many win team first using average many season applying one game second remember player performance take away chance winning player get get negative probability case thus im sure given game add number team add game sometimes add one sometime less one also pitcher bad performance giving run may given large negative percentage game also batter pulled night would give large negative really smaller sample size would think however number run score first inning would good prediction many run score last inning realize something else closer usually come close situation blow hard argue run closer give game equal importance given first inning look closer giving run often mean team lose many game hand starter give run often still leaf team chance win offence many out something saying late inning situation equally important either run ninth really matter many run pitcher give ninth would assume team probability winning would possesion free throw made look point second left fairly high probability win game possesion ball forget somebody elses missed shot turnover foul bad defense etc caused negative chance team would win reading discussion statistic feel critisize certain extent agenda first look statistic valadates clutchness really cluthness revolves around idea certain player crucial situation elevate performance others performance go ive never seen convincing proof really happens assume clutchness mean except lot noice statistic positive association player performance way get rid noice believe clutchness certainly could find average value home run example may find instance home run increase chance winning average strikeout decrease chance winning bet done would find statistic good statistic predicting win loss evaluate relief pitcher say john sam exact pitching statistic run earned run k bb etc exceptional number john however pitched closer situation sam mop man valuble team probably john better pitcher probably,0
"Speech by Pete Worden
                                    
          Delivered Before the U.S. Space Foundation Conference
                                    
                       Colorado Springs, Colorado
                                    
                             April 15, 1993


     What a delightful opportunity to cause some trouble.  For
providing me this forum I would sincerely like to thank the U.S.
Space Foundation.  My topic today is the Single Stage Rocket
Technology rocket or SSRT.  By I intend to speak of more.  How to
lower the cost and make rapid progress.  SSRT is to my mind --
and I hope to convince you -- the erupting a new rallying cry for
our generation in space -- Faster, Cheaper, and Better.

     Faster, Cheaper, Better and SSRT represent the passing of a
torch from one technical generation to another.  It is a new
thing to be sure -- but it is also a relearning of old things
from past masters.

     When we rolled out the SSRT baby two weeks ago, so called
experts told us it violates the laws of physics -- it made no
sense.  For example, Dr. Eberhart Rachtin - former president of
the Aerospace Corp., said of SSRT in the L.A. Times that it,
""defies the best principles of launching payloads into space."" 
Well Dr. Rachtin -- you've made us mad!  What are these
principles that SSRT defies?

     Well I'll tell you.  It violates the principle that you need
a giant program office to build space hardware.  It violates the
""fact"" that it takes 20 years to build something new.  And it
violates the truism that you cant do anything significant for
less than many billions of dollars.

     It took some of the last generation's experts to teach us
some new/old lessons.  Werhner Von Braun's first rocket was not a
Saturn V.  General Schriever's ICBM's didn't take ten years to
demonstrate.  And the X-1 airplane didn't cost $1 billion.

     It took one of the great engineers of the 1950's to remind
us of these truths -- Max Hunter.  Max, to remind you, was a
senior engineer in the Thor IRBM program, and old faster, better,
cheaper success story.  Max has been persistent in a vision of a
single stage reusable space launch system since the 1960's. 
Because he knew it had to be done in affordable steps - Build a
little, Test a little.

     Next he persuaded us to do a technology demonstration.  We
didn't solicit a bunch of requirements -- they'd just change
every few years anyway.  [ not included in the speech -- The
ALS/NLS has such ephemeral requirements that it would better
known as ""Shape Shifter"" than ""Space Lifter.""  We didn't spend a
lot money -- this X-Rocket only cost $60 million.  When's the
last time we even built a new airplane for that?  And it didn't
take a lot of time to build -- McDonnell Douglas completed it in
18 months.  Finally, the government program office consisted of
one very over-worked Air Force Major -- motivated in part by the
threat that he'd get to ride on it in a strapped-on lawn chair if
it ran over cost or schedule.

     As I described what SSRT is -- and isn't keep in mind its
only a first step.  There are several more steps -- and steps
that can easily fail -- before the U.S. can field an SSTO.  But
each step should follow the same principles -- a small management
team -- a few years technology demonstration -- and a modest
budget.

     Let me show a few details on SSRT and how it might evolve:
(See charts)

     I'm embarrassed when my generation is compared with the last
generation -- the giants of the last great space era, the 1950's
and 1960's.  They went to the moon - we built a telescope that
can't see straight.  They soft-landed on Mars - the least we
could do is soft-land on Earth!

     But we do have an answer.  We can follow their build a
little, test a little philosophy to produce a truly affordable
and routine access to space.  I know there are nay sayers among
you -- those who say SSRT is a stunt.  It needs more thermal
protection, the engines are wrong, it would be better to land
horizontally, etc, etc.

     I say to you -- we'll see you at White Sands in June.  You
bring your view-graphs, and I'll bring my rocketship.  If we do
what we say we can do, then you let us do the next step.  [ not
included in the speech:  If we fail -- you still have your
program offices, staff summary sheets, requirement analyses, and
decade long programs.]",1,"speech by pete worden
                                    
          delivered before the us space foundation conference
                                    
                       colorado springs colorado
                                    
                             april  


     what a delightful opportunity to cause some trouble  for
providing me this forum i would sincerely like to thank the us
space foundation  my topic today is the single stage rocket
technology rocket or ssrt  by i intend to speak of more  how to
lower the cost and make rapid progress  ssrt is to my mind 
and i hope to convince you  the erupting a new rallying cry for
our generation in space  faster cheaper and better

     faster cheaper better and ssrt represent the passing of a
torch from one technical generation to another  it is a new
thing to be sure  but it is also a relearning of old things
from past masters

     when we rolled out the ssrt baby two weeks ago so called
experts told us it violates the laws of physics  it made no
sense  for example dr eberhart rachtin  former president of
the aerospace corp said of ssrt in the la times that it
defies the best principles of launching payloads into space 
well dr rachtin  youve made us mad  what are these
principles that ssrt defies

     well ill tell you  it violates the principle that you need
a giant program office to build space hardware  it violates the
fact that it takes  years to build something new  and it
violates the truism that you cant do anything significant for
less than many billions of dollars

     it took some of the last generations experts to teach us
some newold lessons  werhner von brauns first rocket was not a
saturn v  general schrievers icbms didnt take ten years to
demonstrate  and the x airplane didnt cost  billion

     it took one of the great engineers of the s to remind
us of these truths  max hunter  max to remind you was a
senior engineer in the thor irbm program and old faster better
cheaper success story  max has been persistent in a vision of a
single stage reusable space launch system since the s 
because he knew it had to be done in affordable steps  build a
little test a little

     next he persuaded us to do a technology demonstration  we
didnt solicit a bunch of requirements  theyd just change
every few years anyway   not included in the speech  the
alsnls has such ephemeral requirements that it would better
known as shape shifter than space lifter  we didnt spend a
lot money  this xrocket only cost  million  whens the
last time we even built a new airplane for that  and it didnt
take a lot of time to build  mcdonnell douglas completed it in
 months  finally the government program office consisted of
one very overworked air force major  motivated in part by the
threat that hed get to ride on it in a strappedon lawn chair if
it ran over cost or schedule

     as i described what ssrt is  and isnt keep in mind its
only a first step  there are several more steps  and steps
that can easily fail  before the us can field an ssto  but
each step should follow the same principles  a small management
team  a few years technology demonstration  and a modest
budget

     let me show a few details on ssrt and how it might evolve
see charts

     im embarrassed when my generation is compared with the last
generation  the giants of the last great space era the s
and s  they went to the moon  we built a telescope that
cant see straight  they softlanded on mars  the least we
could do is softland on earth

     but we do have an answer  we can follow their build a
little test a little philosophy to produce a truly affordable
and routine access to space  i know there are nay sayers among
you  those who say ssrt is a stunt  it needs more thermal
protection the engines are wrong it would be better to land
horizontally etc etc

     i say to you  well see you at white sands in june  you
bring your viewgraphs and ill bring my rocketship  if we do
what we say we can do then you let us do the next step   not
included in the speech  if we fail  you still have your
program offices staff summary sheets requirement analyses and
decade long programs",speech pete worden delivered u space foundation conference colorado spring colorado april delightful opportunity cause trouble providing forum would sincerely like thank u space foundation topic today single stage rocket technology rocket ssrt intend speak lower cost make rapid progress ssrt mind hope convince erupting new rallying cry generation space faster cheaper better faster cheaper better ssrt represent passing torch one technical generation another new thing sure also relearning old thing past master rolled ssrt baby two week ago called expert told u violates law physic made sense example dr eberhart rachtin former president aerospace corp said ssrt la time defies best principle launching payload space well dr rachtin youve made u mad principle ssrt defies well ill tell violates principle need giant program office build space hardware violates fact take year build something new violates truism cant anything significant less many billion dollar took last generation expert teach u newold lesson werhner von braun first rocket saturn v general schrievers icbm didnt take ten year demonstrate x airplane didnt cost billion took one great engineer remind u truth max hunter max remind senior engineer thor irbm program old faster better cheaper success story max persistent vision single stage reusable space launch system since knew done affordable step build little test little next persuaded u technology demonstration didnt solicit bunch requirement theyd change every year anyway included speech alsnls ephemeral requirement would better known shape shifter space lifter didnt spend lot money xrocket cost million whens last time even built new airplane didnt take lot time build mcdonnell douglas completed month finally government program office consisted one overworked air force major motivated part threat hed get ride strappedon lawn chair ran cost schedule described ssrt isnt keep mind first step several step step easily fail u field ssto step follow principle small management team year technology demonstration modest budget let show detail ssrt might evolve see chart im embarrassed generation compared last generation giant last great space era went moon built telescope cant see straight softlanded mar least could softland earth answer follow build little test little philosophy produce truly affordable routine access space know nay sayers among say ssrt stunt need thermal protection engine wrong would better land horizontally etc etc say well see white sand june bring viewgraph ill bring rocketship say let u next step included speech fail still program office staff summary sheet requirement analysis decade long program,1
"Everbody has been defining envelope.
Why was the world ""envelope"" chosen, rather than say ""shell"", 
or ""boundary"".  In analogy with the envelopes of airships perhaps?

Actually, ""shell"" might be good.  Push the shell too hard and
it (the aircraft?) breaks. ",1,"everbody has been defining envelope
why was the world envelope chosen rather than say shell 
or boundary  in analogy with the envelopes of airships perhaps

actually shell might be good  push the shell too hard and
it the aircraft breaks ",everbody defining envelope world envelope chosen rather say shell boundary analogy envelope airship perhaps actually shell might good push shell hard aircraft break,1
"I would like to make everyone aware that in winning the NL West the Atlanta
Braves did not lead wire-to-wire.  Through games of 4/14/93 the Houston
Astros are percentage points ahead of the ""unbeatable"" Braves.


Go Astros!!!!!",0,"i would like to make everyone aware that in winning the nl west the atlanta
braves did not lead wiretowire  through games of  the houston
astros are percentage points ahead of the unbeatable braves


go astros",would like make everyone aware winning nl west atlanta brave lead wiretowire game houston astros percentage point ahead unbeatable brave go astros,0
Anyone have the AL individual stats or where i can find them?,0,anyone have the al individual stats or where i can find them,anyone al individual stats find,0
"
are you serious? pitchers are pinch-hit for in the nl.  they are not in the
nl.  if a pitcher is cranking in the al, he will stay in the game.  if he
is cranking in the nl, he may not - ESPECIALLY if it's a pitchers' duel,
and his team needs an extra run.",0,"
are you serious pitchers are pinchhit for in the nl  they are not in the
nl  if a pitcher is cranking in the al he will stay in the game  if he
is cranking in the nl he may not  especially if its a pitchers duel
and his team needs an extra run",serious pitcher pinchhit nl nl pitcher cranking al stay game cranking nl may especially pitcher duel team need extra run,0
